incident_date,company,city,state,zipcode
8/15/15,Perry Smith DBA High Climbers Tree Removal Service,Mesa,AZ,85209
7/19/10,Reclamation Sciences llc,Phoenix,AZ,85212
2/24/16,Arizona Pizza Management llc,Chandler,AZ,85224
4/3/17,S&H Steel Company Inc.,"Gilbert,",AZ,85233
3/29/11,Comfort World A/C and Heating,Scottsdale,AZ,85254
4/27/16,Truly Nolen of America,Scottsdale,AZ,85254
6/13/16,NPL Construction Co,Scottsdale,AZ,85260
12/13/16,Specialty Roofing Inc.,"Scottsdale,",AZ,85260
12/31/09,Thundercloud Ranch LLC Scottsdale,,AZ,85262
12/22/11,Stone Burg Marble and Granite,Tempe,AZ,85284
9/17/10,Evergreen Turf inc.,Chandler,AZ,85286
10/3/16,Electric Service & Control Systems Inc.,"Glendale,",AZ,85301
1/14/15,James Thoms Production,Glendale,AZ,85305
5/24/11,RJM Investment,Congress,AZ,85332
10/27/14,Site Utility Systems LLC,Laveen,AZ,85339
10/27/14,Site Utility Systems LLC,Phoenix,AZ,85339
10/25/14,Pepsico,Tolleson,AZ,85353
9/9/15,Western Ag Enterprises,Tolleson,AZ,85353
4/19/10,Tonopah Family Restaurant llc,Tonopah,AZ,85354
7/6/10,The Uni-Kool Partners Yuma,Yuma,AZ,85354
2/3/10,General Plumbing inc.,Waddell,AZ,85355
9/23/10,Vargas General Engineering,Peoria,AZ,85381
3/4/10,Ames Construction,Phoenix,AZ,85382
7/28/11,BO-Nine Ranch LLC,Peoria,AZ,85383
1/2/15,KLJ Leasing,Surprise,AZ,85388
6/4/16,Big Daves Towing & Roadside Service,Benson,AZ,85602
10/8/14,Douglas ARC,Douglas,AZ,85608
8/18/11,U.S. Army - Fort Huachuca,Fort Huachuca,AZ,85613
8/22/11,20/20 Real Estate Review,Sahuarita,AZ,85629
12/28/10,KE & G Construction,Sierra Vista,AZ,85635
11/1/11,Medley Communications,Sierrra Vista,AZ,85635
12/18/15,Strom Aviation Inc.,Marana,AZ,85653
8/10/16,JL Electrical Construction,Tucson,AZ,85701
9/22/10,Varitech Commercial Services,Inc. Tucson,AZ,85711
2/10/12,Fertizona San-Tan,Stanfield,AZ,85712
8/21/15,Taylor's Demo and Recycling Corp. Inc.,Tucson,AZ,85712
9/23/15,Kippur Corporation,Tucson,AZ,85713
8/6/10,Sunstreet Mortgage,Tucson,AZ,85718
7/14/16,Scotia Group,Tucson,AZ,85741
2/12/10,D & P Trucking inc.,Tucson,AZ,85742
6/9/16,Cholla Amateur Radio Base llc,Lemmon,AZ,85742
3/4/15,Fierro Lath and Plaster,Tucson,AZ,85749
7/21/10,Conco Concrete Specialists,Whiteriver,AZ,85941
8/28/15,USGS,Grand Canyon,AZ,86023
9/30/13,Skanska,Holbrook,AZ,86025
4/19/16,Mertens Heavy Equipment Repair,Kingman,AZ,86401
7/19/16,Mertens Heavy Equipment Repair,Kingman,AZ,86401
7/17/16,McArlin Electrical Corp.,Lake Havasu City,AZ,86406
7/19/16,McAtlin Electrical Corp.,Lake Havasu City,AZ,86406
8/6/13,Professional Well Services,Cuba,NM,87013
8/30/13,Santa Fe National Forest,Jemez Springs,NM,87025
6/6/11,Mountain States Constructors,Moriarty,NM,87035
6/27/16,Marzano Mountain Retreat,"Torreon,",NM,87061
6/23/10,EPNM Inc.,Albuquerque,NM,87102
6/11/16,Ace Metals,Albuquerque,NM,87105
7/28/11,American Airlines,Albuquerque,NM,87106
7/17/12,7-Eleven Albuquerque,,NM,87106
6/11/13,Harwood Engineering Inc.,Albuquerque,NM,87107
10/29/10,County of Bernalillo Sheriff's Department, Albuquerque,NM,87109
8/16/13,US Forest Service,Albuquerque,NM,87109
4/30/13,Albuquerque-Bernalillo County,Albuquerque,NM,87110
8/18/15,McCarthy Construction,Albuquerque,NM,87110
1/30/10,Octopus Car Wash,Albuquerque,NM,87113
8/18/10,General Mills Inc.,Albuquerque,NM,87113
10/10/11,D & H Pump Service,Albuquerque,NM,87113
9/16/09,Rocky Mountain Roofing Company,Albuquerque,NM,87114
5/29/10,Windsor Door Sales inc.,Albuquerque,NM,87114
4/13/12,Shamrock Foods,Albuquerque,NM,87120
12/3/16,Dominos Pizza,"Albuquerque,",NM,87120
10/3/09,Albuguerque Treatment Center,Albuquerque,NM,87121
7/29/10,All Hours Plumbing,Albuquerque,NM,87123
5/31/10,Contemporary Homes of the Southwest inc.,Rio Rancho,NM,87124
3/16/16,City of Farmington,Shiprock,NM,87240
4/4/16,Gill Con Inc.,Yatahey,NM,87375
9/3/12,High Desert Roofing,Farmington,NM,87401
11/1/16,Three Rivers Trucking,"Farmington,",NM,87401
8/21/12,Wiggle Tails Oil Field Service Inc.,Bloomfield,NM,87413
7/20/12,Coranado Wrecking and Salvage Santa Fe,,NM,87503
10/22/12,New Mexico School for the Deaf,Santa Fe,NM,87505
6/23/11,PNM Service Center,Santa Fe,NM,87508
7/26/11,Cinco Hermanos Construction,Santa Fe,NM,87508
4/20/16,Cuno Structures llc,Santa Fe,NM,87508
5/2/13,Alta Fuels,Chama,NM,87520
3/17/10,Lujan Drilling,Pecos,NM,87552
5/18/11,City of Las Vegas,Las Vegas,NM,87701
4/13/15,New Image Construction,Las Vegas,NM,87701
3/14/16,New Mexico Department of Transportation,Roy,NM,87743
6/16/10,AUI Inc,Alamillo,NM,87831
5/16/11,James Hamilton Construction,Caballo,NM,87931
7/5/10,Skyline Produce LLC,Hatch,NM,87937
8/2/16,Adams Produce,Hatch,NM,87937
9/16/16,Skyline Structural Services,Las Cruces,NM,88001
7/4/12,San Saba Pecan,Las Cruces,NM,88005
6/11/13,Outlaw Construction Co.,Las Cruces,NM,88012
12/10/16,Overkill Racing and Chasis,"Cruces,",NM,88012
12/5/11,Southwest Concrete and Paving,Deming,NM,88030
11/12/11,E-Light Electrical Services,Oil Center,NM,88040
6/24/12,Baja Ranch LLC,Lordsburg,NM,88045
8/3/12,Clovis Sign Service Inc.,Clovis,NM,88101
11/2/11,Western Dairy Transport,Portales,NM,88130
3/20/12,Donner Plumbing and Heating Inc.,Portales,NM,88130
7/19/16,J-Lu Dairy,Portales,NM,88130
2/1/16,Riverview LLP,Texico,NM,88135
2/16/16,Trac Work,Roswell,NM,88201
5/16/11,T.C. Thompson Builder,Artesia,NM,88210
11/17/12,Closed Loop Systems,Riverside,NM,88210
6/15/13,Xcel Energy,Artesia,NM,88210
1/30/15,Tigers of the North Transportation,Artesia,NM,88210
6/20/15,Agave Energy Company,Artesia,NM,88210
3/2/10,Northwest Insulation,Artesia,NM,88211
5/12/11,Carlsbad Block & Supply,Carlsbad,NM,88220
7/8/11,Patterson UTI Drilling Company,Carlsbad,NM,88220
9/20/11,Halliburton Energy Services,Carlsbad,NM,88220
6/3/13,Wilbanks Trucking,Carlsbad,NM,88220
11/14/14,Integrity Well Service LLC,Carlsbad,NM,88220
1/24/17,Reliant Trucking LLC,"Carlsbad,",NM,88220
6/27/12,Plaska Transmission Line Construction LLC,Eunice,NM,88231
11/19/14,Expert Transportation Corp.,Eunice,NM,88231
7/4/12,Forrest Tire Company,Hobbs,NM,88240
1/10/13,Mesa Wells Service LP,Jal,NM,88252
8/7/13,5 J Oilfield Services,Jal,NM,88252
4/26/15,Energy Transfer Partners,Jal,,88252
2/9/15,Mercer Well Service,Loving,NM,88256
10/8/16,North American Tubular Services LLC,"Kilgore,",NM,88256
5/4/10,Union Drilling inc.,Lovington,NM,88260
10/1/10,Dixie Electric Buckeye,Buckeye,NM,88260
3/9/11,Reeco Well Services,Lovington,NM,88260
5/23/13,Battle Energy Services,Maljamar,NM,88264
9/2/16,City of Alamogordo,"Alamogordo,",NM,88310
7/13/16,Ruidoso,Ruidoso,NM,88345
7/17/15,Southwest Convenience Stores,Vaugh,NM,88353
6/27/13,Border State Electric, Clayton,NM,88415
4/22/10,Dillon Companies inc.,Woodland Park,CO,88862
3/26/13,Duplo USA Corporation,Henderson,NV,89002
8/25/11,Unknown,Boulder City,NV,89006
11/7/14,Traffic Control Las Vegas,Henderson,NV,89014
1/6/17,Rafael Framers,"Henderson,",NV,89014
1/21/17,Jared The Galleria Of Jewelry,"Henderson,",NV,89014
8/1/12,Roc Equipment,Clark,NV,89015
8/1/12,Roc Equipment,Henderson,NV,89015
12/8/14,Berry Plastics Corporation,Henderson,NV,89015
12/2/11,Barstow Truck Parts and Equipment Leasing,Indian Springs,NV,89018
12/28/09,Selbach Construction Amargosa Valley,,NV,89020
7/13/10,Reid Gardner Power Plant,Moapa,NV,89025
9/27/09,Colorado Bell Hotel & Casino,Laughlin,NV,89028
10/28/09,Insulation Maintenance & Contracting llc,North Las Vegas ,NV,89030
3/24/10,7-11 Store #13693,North Las Vegas,NV,89030
7/1/10,Priority Plastics Inc.,North Las Vegas,NV,89030
8/9/12,Rocky Mountain Recycling,Las Vegas,NV,89030
8/7/13,Sole Proprietor,Sharp Communications,NV,89030
6/29/10,Las Vegas Paving Corporation,North Las Vegas,NV,89032
9/25/12,NV Energy,Las Vegas,NV,89040
3/1/17,Blitz Development,"Henderson,",NV,89052
3/27/15,Las Vegas Hang Gliding,Sloan,NV,89054
2/17/17,Speed Vegas,"Vegas,",NV,89054
4/26/10,Nye County Sheriff's Office,Pahrump,NV,89060
10/21/15,Carlos Garcia,Pahrump,NV,89089
10/7/09,Las Vegas Metropolitan Police Department,Las Vegas,NV,89101
1/4/10,Akal,Lloyd D. George Federal Courthouse Las Vegas,NV,89101
1/7/11,Universal Laundry and Linen,Las Vegas,NV,89101
9/29/15,Nickels and Dimes Inc.,Las Vegas,NV,89101
9/14/09,Rio Hotel and Casino,Las Vegas,NV,89103
1/7/10,Charleston Pine Apartments Las Vegas,,NV,89104
6/9/13,Securitas Security Services USA,Las Vegas,NV,89106
6/13/15,Las Vegas Review Journal,Las Vegas,NV,89106
9/29/09,Macy's West,Las Vegas,NV,89107
5/15/10,Super Mart Convenience Store,Las Vegas,NV,89108
10/22/10,Ambhar Lounge Tropicana Las Vegas,Las Vegas,NV,89109
4/6/12,Rotech Granite Inc.,Las Vegas,NV,89109
2/21/13,Desert Cab,Las Vegas,NV,89109
11/6/14,Caesars Palace,Las Vegas,NV,89109
8/12/16,National Convention Services llc,Las Vegas,NV,89109
8/22/16,Performance Builders,Las Vegas,NV,89109
8/1/15,A Team Plumbing and Water,Las Vegas,NV,89110
8/9/11,BMW Motorcycles of Las Vegas,Las Vegas,NV,89113
11/2/09,BS Truckline inc.,Las Vegas,NV,89115
1/6/10,Sierra Tire and Auto,dba Llantera Del Norte Tire Shop Las Vegas,NV,89115
12/5/10,Independent (automotive repair),Las Vegas,NV,89115
11/28/12,Highway Technologies Inc.,Las Vegas,NV,89115
5/17/13,River City Petroleum Inc. dba Nevada Truck and Trailer Repair,Las Vegas,NV,89115
8/3/15,Bike Blast Las Vegas,Las Vegas,NV,89115
10/24/15,Badger Construction,Las Vegas,NV,89115
11/24/09,Yellow Checker Star Cab Company,Las Vegas,NV,89118
7/26/10,Larry Flint's Hustler Erotic Ultra Club,Las Vegas,NV,89118
8/20/13,Nova Geotechnical and Inspection Services PLLC,Las Vegas,NV,89118
5/20/10,Clark County Child Support-Family Support Division,Las Vegas,NV,89119
6/29/13,Cirque Du Soleil,Las Vegas,NV,89119
4/12/17,Skyhaven Chimney Sweeps,"Vegas,",NV,89119
4/19/10,Desert Sky Mobile Home Park llc,Las Vegas,NV,89120
12/6/16,Las Vegas Tree Professionals,"Vegas,",NV,89120
6/17/15,Casa Del Sol Mobile Home Community,Las Vegas,NV,89121
9/19/09,Escalera Maintenance Corporation,Las Vegas,NV,89123
11/9/09,Wal-mart Supercenter,Las Vegas,NV,89123
9/30/09,Mattress Discounters,Las Vegas,NV,89128
12/26/14,Walgreens Store #4197,Las Vegas,NV,89129
10/25/16,Sunbelts of Nevada LLC,"Vegas,",NV,89134
4/23/13,Little by Little Trucking,Las Vegas,NV,89135
9/11/12,Desert Rose Golf Course Las Vegas,,NV,89142
11/11/09,Opportunity VIllage,Las Vegas,NV,89146
9/23/15,Dimick Development Company Las Vegas,,NV,89154
5/8/15,Apache Electric,Las Vegas,NV,89166
4/18/10,Special Operations Associates inc.,Las Vegas,NV,89169
10/27/09,J & M Trucking,Ely,NV,89301
9/11/10,Double U Livestock,Cherry Creek ,NV,89301
8/10/13,Spring Valley Associates,Ely,NV,89301
12/21/15,Walmart,Fallon,NV,89406
12/10/14,Hood EIC,Sparks,NV,89431
6/7/16,Menezes Brothers,Sparks,NV,89434
10/27/11,Redcor Drilling,Winnemucca,NV,89446
9/13/12,Fisher Industries,Mile Post 392,NV,89521
10/27/14,Easy Wash LLC,Reno,NV,89521
1/14/15,Florence Fence Inc.,Reno,NV,89521
12/7/10,Precision Pipeline,Elko County,NV,89801
5/4/11,TRC Construction,Elko County,NV,89801
4/29/10,Fertig Drilling Company,Elko,NV,89803
5/13/10,John Davis Trucking Company,Battle Mountain,NV,89820
3/30/15,Nevada Dept. of Transportation,Battle Mountain,NV,89820
3/21/15,Preston Lindley,Los Angeles,CA,90001
6/24/16,CBM Logistics,Los Angeles,CA,90001
9/12/16,Monzon and Son Enterprises,Los Angeles,CA,90001
5/27/10,US Deer Antlers Export & Import,Los Angeles,CA,90006
6/13/12,NOSWerks,Los Angeles,CA,90007
2/18/15,John Fowler,Los Angeles,CA,90007
9/17/10,Work Source,Los Angeles,CA,90010
7/30/10,J & L Spray,Los Angelos,CA,90011
9/8/11,Undetermined Company Name,Los Angeles,CA,90011
1/31/15,Lopez's Trucking,Los Angeles,CA,90011
12/28/15,LA County MTA,Los Angeles,CA,90012
2/23/11,Coast Career Institute,Los Angeles,CA,90015
9/9/11,Express Glass and Mirror,Los Angeles,CA,90015
4/26/11,B&H Auto Repair,Los Angeles,CA,90016
9/17/10,Alameda Tower LLC Los Angeles,Los Angeles,CA,90017
3/17/16,ASSI,Los Angeles,CA,90017
12/27/12,Western & Fourth Car Wash,Los Angeles,CA,90020
4/8/15,New Creation Builders,Los Angeles,CA,90020
8/9/15,Wyoming Services,Compton,CA,90020
7/10/10,Alcon Transport Inc.,Los Angeles,CA,90021
9/17/10,Alameda Tower,Los Angeles,CA,90021
7/20/11,Jean Genie Studio Inc.,Los Angeles,CA,90023
10/28/11,Dependable Highway Express Inc.,Los Angeles,CA,90023
1/10/15,Bell Private Security,Los Angeles,CA,90023
7/12/13,Fuentes Plumbing,Los Angeles,CA,90025
4/6/10,Bob Frolic Room (Bar),Los Angeles,CA,90028
8/15/11,Chimenti's Baking Company,Los Angeles,CA,90032
12/12/14,LAC & USC Medical Center,Los Angeles,CA,90033
12/9/15,RDV Construction Inc.,Los Angeles,CA,90033
6/20/11,Chamberlin Building Services,Hollywood,CA,90038
1/21/11,Baxter Healthcare Corporation,Los Angeles,CA,90039
12/8/11,CAL Strip Industries,Commerce,CA,90040
9/20/11,Morrow Meadows Corp.,Los Angeles,CA,90045
7/31/10,Augie Gonzalez Tree Trimming,Brentwood,CA,90049
9/30/13,Reliable Tape Products,Vernon,CA,90058
3/5/16,City Terrace Recycling,Los Angeles,CA,90063
8/2/11,USS Cal Builders,Los Angeles,CA,90068
5/3/13,Severiano Lopez,Los Angeles,CA,90068
9/23/13,LP Trucking LLC,Los Angeles,CA,90069
6/1/16,UCLA,Los Angeles,CA,90095
8/30/12,Hai Chang Inc.,Bell,CA,90201
1/12/11,Homeowner (not named),Los Angeles,CA,90210
5/10/12,Roya and Isaac Musighi,Beverly Hills,CA,90210
7/24/15,Unknown,Beverly Hills,CA,90210
1/31/11,Liberty Building Services,Beverly Hills,CA,90211
11/6/14,Amtech Elevator Service,Beverly Hills,CA,90212
8/2/12,Fox Transportation,Racho Dominiquez,CA,90220
7/1/15,Trans American Auto Parts,Compton,CA,90220
7/18/15,First Priority Design and Construction,Compton,CA,90220
11/6/14,Amtech Elevator Service,Downey,CA,90241
12/21/09,County of Los Angeles - Office of Education,Downey,CA,90242
2/10/10,Unknown,El Segundo,CA,90245
3/13/13,Prime Wheel Corp.,Harbor City,CA,90248
4/19/10,Las Flores Convalescent Hospital,Gardena,CA,90249
9/3/16,A Different Look/Merrit Properties,Gardena,CA,90249
5/26/11,Hawthorne Police Dept.,Torrance,CA,90250
3/10/10,Dave Shaw Concrete & Block Inc.,Hermosa Beach,CA,90254
3/29/15,Hampton Tedder Electric,Hermosa Beach,CA,90254
7/13/10,Advance Pipe Bending & Fabricating Co.,Huntington Park,CA,90255
3/8/17,California's Home Builders,"Malibu,",CA,90265
7/29/10,Paul McGrath Contracting,Los Angelas,CA,90272
3/14/13,Los Angeles Engineering Inc.,Los Angeles,CA,90272
9/3/11,Shultz Steel Company Inc.,South Gate,CA,90280
9/28/12,Trimming Land Company,Inc. Riverside,CA,90280
3/18/13,Astro Aluminum Treating Company,South Gate,CA,90280
8/10/13,Waldhaus,Topanga,CA,90290
3/27/10,Digital Domain,Venice,CA,90291
4/9/15,Establishment name not provided,Venice,CA,90291
2/24/11,Randy's Window and Carpet Cleaning,Marina Del Rey,CA,90292
9/2/10,Yecta Inc. dba Morningside Plumbers,Inglewood,CA,90302
11/8/15,Inglewood Carwash,Inglewood,CA,90302
2/8/11,Elevator Dynamic,Santa Monica,CA,90401
12/27/11,Ampam Parks Mechanical,Santa Monica,CA,90401
5/13/11,Gustav Koven,Santa Monica,CA,90407
1/5/13,Ben's Gardening Services,Torrance,CA,90501
7/22/12,All American Asphalt,Torrance,CA,90502
8/24/13,Rutledge Floor Covering,Torrance,CA,90505
7/27/12,PG&E Subcontractors,Bridgeville,CA,90526
10/29/15,Triangle Distributing Co.,Whittier,CA,90601
10/16/10,(Company name not determined) Long Beach,,CA,90603
9/14/16,Construction by R&R,"Heights,",CA,90631
11/24/15,24 Hour Tire Sales & Service,La Mirada,CA,90638
7/11/11,Power Bros Machine,Montebello,CA,90640
9/26/16,Dave's Cabinet,Montebello,CA,90640
6/13/13,Midwest Roofing Company Inc.,  Pico Rivera,CA,90660
6/2/15,Petra Towing,Pico Rivera,CA,90660
7/5/16,Amware Pallet Services,Pico Rivera,CA,90660
5/12/10,Reliable Container Corporation,San Francisco,CA,90670
4/11/11,Ecology Auto Parts Inc. Santa Fe Springs,Santa Fe Springs,CA,90670
6/7/11,Southern California Value,Santa Fe Springs,CA,90670
1/4/12,Super Center Concepts,Santa Fe Springs,CA,90670
3/29/12,Hathaway Ranch and Oil Museum,Santa Fe Springs,CA,90670
4/16/13,Estenson Logistics,Santa Fe Springs,CA,90670
8/5/13,California Box Company,Santa Fe Springs,CA,90670
11/7/14,Santa Fe Springs Packaging Corporation,Santa Fe Springs,CA,90670
3/7/16,IBS Beauty,Santa Fe Springs,CA,90670
11/29/16,Maruichi American Corporation,"Spring,",CA,90670
7/19/10,CR&R Inc.,Stanton,CA,90680
3/1/13,CR&R,Stanton,CA,90680
12/30/14,City of Avalon Harbor,Avalon,CA,90704
11/4/16,RR Welding Repair,"Paramount,",CA,90712
7/27/12,Carlton Forge Works,Paramount,CA,90723
8/1/12,Golden State Elevators Inc.,Paramount,CA,90723
6/5/12,Abhe & Svoboda,San Pedro,CA,90731
8/11/15,Eagle Marine Services,San Pedro,CA,90731
4/19/12,OFC Transport,Wilmington,CA,90744
1/12/16,Maven Trans Group,Wilmington,CA,90744
6/22/11,Personnel Plus,Carson,CA,90745
7/25/11,Rainbow Transport,Carson,CA,90745
4/18/13,Jerich International dba Jerich USA Inc.,Carson,CA,90745
6/14/13,Western Waste Management,St. Carson,CA,90745
6/22/11,BP West Coast Products,Carson,CA,90749
1/23/11,P & B Liquor,Long Beach,CA,90802
3/30/13,M&C Motorcycles, Long Beach,CA,90802
5/20/15,West Coast Roofing and Construction,Long Beach,CA,90803
11/29/09,Sodexo Healthcare,Long Beach,CA,90806
3/22/16,Hill Crane Service,Long Beach,CA,90807
9/23/15,Instant Sign and Banner,Los Angeles,CA,90808
11/16/11,Ventura Transfer,Carson,CA,90810
2/6/17,Accurate Installation,"Carson,",CA,90810
11/4/10,SSA Marine DBA SSA Terminals (Long Beach) LLC.,Long Beach,CA,90813
9/16/15,Basket Trucking,Long Beach,CA,90813
3/20/15,Scott Goehring,Long Beach,CA,90814
7/28/12,Esteban Casimiro,Arcadia,CA,91006
11/5/16,Calco Farms,"Arcadia,",CA,91006
4/18/11,Mac Electric Inc,Duarte,CA,91010
1/6/17,Tree Trimming Company,"Madre,",CA,91024
9/19/15,Laz Parking,Pasadena,CA,91103
4/6/15,Swimcon Pool Company,Pasadena,CA,91104
7/1/15,ACCO Engineered Systems,Inc. Glendale,CA,91201
10/16/15,The LA County Metropolitan Transportation Authority,Chatsworth,CA,91311
2/16/17,Donegan Painting,"Tarzana,",CA,91335
10/1/15,Troy Builders Construction and Remodeling,San Fernando,CA,91340
6/17/15,HP Communications,Sun Valley,CA,91352
8/6/15,Recology Los Angeles,Sun Valley,CA,91352
1/15/16,Pacific Outdoor Living,Sun Valley,CA,91352
1/4/10,Golden West Marble,Inc. Valencia,CA,91355
12/20/09,Gateco,Newbery Park,CA,91360
10/7/11,Agustin Valladares Tree Trimming,Thousand Oaks,CA,91361
9/3/13,Juon Painting (Subcontractor); Calwide Painting (General Contractor),Thousand Oaks,CA,91362
2/3/17,Charles M. Vogel,"Village,",CA,91362
7/30/15,John Joseph Perry,Van Nuys,CA,91406
8/15/15,RJ Electric Company,Burbank,VA,91501
10/2/12,Alaska Airlines,Burbank,CA,91502
11/12/14,Temporary Power,Burbank,CA,91505
1/17/17,Three-D Services Co.,"Hollywood,",CA,91605
6/6/12,Live Nation,Universal City,CA,91608
6/14/11,City of South Pasadena Police Dept.,Azusa,CA,91702
10/15/15,LA County Fire Dept/CA Dept of Corrections - Fire Camp,Azusa,CA,91702
5/29/13,Holiday Rock,Chino Hills,CA,91708
11/19/15,Jacuzzi Brands LLC,Glanis,CA,91709
10/1/10,Chino Airport,Planes of Fame Air Museum Chino,CA,91710
5/20/11,P.B. Sod Farms,Chino,CA,91710
3/23/12,Harrington Plastics,Chino,CA,91710
4/9/12,Yorba River Inc. dba Pro-Towing,Chino,CA,91710
4/13/16,DL Long Landscaping,Chino,CA,91710
8/23/16,New Horizons Contracting,"Chino,",CA,91710
1/23/17,Pack Lab,"Chino,",CA,91710
8/25/15,Best Tree Company,Covina Hills,CA,91724
5/3/16,The Shop Automotive Care,Rancho Cucamonga,CA,91729
3/16/12,Oscar's Painting,Rancho Cucamonga,CA,91730
8/20/13,Re Planet,Cucamonga,CA,91730
9/25/13,Weiser Security Services Inc.,Rancho Cucamonga,CA,91730
3/20/10,Jif Trucking,El Monte,CA,91733
8/19/10,American Wrecking Inc.,South El Monte,CA,91733
3/29/17,Bali Construction,"Monte,",CA,91735
2/8/12,Gerdan/Tamco Steel,Rancho Cucamonga,CA,91739
8/27/10,Gallo's Nursery,Hacienda Heights,CA,91745
1/12/11,Bulk Transportation,City of Industry,CA,91748
8/7/15,Callahan Building and Investment Company Inc.,La Verne,CA,91750
12/16/14,Caliber Auto Transfer of Mira Loma,Mira Loma,CA,91752
1/27/15,City of Montery Park,Monterey Park,CA,91754
6/15/13,Dick Oykstra Dairy,Ontario,CA,91761
10/1/15,PBQ Welding & Machinery,Ontario,CA,91761
1/28/11,Metro Express,Ontario,CA,91764
2/23/16,Carmax,Ontario,CA,91764
5/22/13,Dependable Vending,Pomona,CA,91766
5/22/13,Tri-Modal Distribution Services,Pomona,CA,91766
3/16/17,J&S Landscape,"Pomina,",CA,91766
5/18/12,ABM Facility Services Inc.,Ontario,CA,91767
2/20/15,EGA Co. DBA A&B Electric,Pomona,CA,91767
6/2/15,Quiznos #4511,San Dimas,CA,91773
9/8/16,Rockwell Drywall,San Dimas,CA,91773
6/24/13,Sam's Gardening,Upland,CA,91789
6/3/16,A-1 All American Roofing WLA,Walnut,CA,91789
5/11/10,First Baptist Church of Alhambra,Alhambra,CA,91801
6/8/10,KSM Construction,Alhambra,CA,91803
1/21/10,Delta Air Lines Inc.,Seattle,WA,91858
7/30/15,Thomas Scarlan Construction Services,Alpine,CA,91901
4/10/15,A New Beginning,Bonita,CA,91902
9/1/15,C.W. Driver Inc.,Jamul,CA,91935
9/1/15,Hollywood Casino Jamul,Jamul,CA,91935
7/16/15,Empire Companies Inc.,El Cajon,CA,92021
3/23/10,Washington Merchant Patrol,Federal Way,WA,92023
4/17/15,Demolition Inc.,Escondido,CA,92025
11/10/15,Defense Logistics Agency,Camp Pendleton,CA,92055
1/17/15,Sky Towing,San Marcos,CA,92078
8/6/16,Johnathan's Towing,Vista,CA,92083
12/20/14,Champion Ballroom Academy Inc.,San Diego,CA,92103
8/14/16,Pacific Maritime Freight,San Diego,CA,92113
10/15/11,Boat Grotto,San Diego,CA,92115
1/30/12,Southern California Soil & Testing,San Diego,CA,92120
3/28/16,United Road Services,San Diego,CA,92121
12/24/09,Trinidad Bustillos San Diego,,CA,92154
12/6/11,Summit Equipment Rental,San Diego,CA,92154
10/8/16,Universal Protection Service,"Diego,",CA,92154
6/28/11,Beaumont Cherry Valley Water District,Beaumont,CA,92223
5/31/13,Fisher Ranch Corporation,Blythe,CA,92225
5/1/12,USF Reddaway dba Reddaway,Fontana,CA,92237
6/18/13,E Light Electric Services Inc.,Desert Center,CA,92239
1/13/17,Sungo Farms,"Center,",CA,92239
9/6/13,Celco Construction Company,Desert Hot Springs,CA,92240
3/6/17,Sentinel Energy Center LLC,"Springs,",CA,92240
5/22/12,Boss 4 Packing LLC,Heber,CA,92249
7/7/11,C Clunn Consulting,Holtville,CA,92250
6/17/11,Labor Ready/ Allied Waste,Imperial,CA,92251
3/18/11,City of Cathedral City- Police Dept.,Cathedral City,CA,92262
8/19/10,Valley Pools,Rancho Mirage,CA,92270
8/23/11,Stammerrama General Engineering,Rancho Mirage,CA,92270
11/4/16,Conre Inc. DBA Certa Pro Painters of Palm Springs,"Mirage,",CA,92270
12/31/14,Prime,Thermal,CA,92274
9/21/15,Paramount Citrus Thermal,,CA,92274
3/12/16,Valencia Tree and Plam Trimming,Thermal,CA,92274
7/5/13,Riverside County FD- Station #35,Thousand Palms,CA,92276
5/9/13,Pfizer Inc.,Yucca Valley,CA,92284
10/1/10,Nibbelink Masonry Construction Corp.,Adelanto,CA,92301
9/23/15,Jimmy Lavorico Adelanto,,CA,92301
10/7/15,Apple Valley USD,Apple Valley,CA,92307
11/10/15,GHS Secure Solutions (USA),Apple Valley,CA,92307
8/25/11,Emeritus Assisted Living,Grand Terrace,CA,92313
4/25/13,William Joseph La Grasso dba Superior Painters,Big Bear City,CA,92315
5/11/15,Reliable Crane Services,Bloomington,CA,92316
12/15/15,Angelus Block Co. Inc.,Rialto,CA,92316
11/1/10,L. H. Woods & Sons,Colton,CA,92324
7/22/12,Dalton Trucking Inc.,Fontana,CA,92335
11/19/15,J. McLoughlin Engineering Co Inc.,Fontana,CA,92335
4/1/11,American Metal Recyclin,Fontana,CA,92337
3/6/17,VPET USA Inc.,"Fontana,",CA,92337
3/11/16,Padgett's Cleaning and Restoration 41525 Island Dr.,Forest Falls,CA,92339
2/12/15,Establishment not identified,Cajon Pass,CA,92344
4/19/12,Erosion Control Applications Inc.,Hinkley,CA,92347
12/8/09,7-UP Re Bottling Company,Redlands,CA,92373
7/31/10,USPS,Redlands,CA,92373
12/4/16,Ubaldo Munoz,"Redlands,",CA,92373
5/30/13,Rialto Concrete Products Inc.,Rialto,CA,92377
10/22/12,Cell-crete Co,Running Springs,CA,92382
6/16/15,Sweetener Products,Victorville,CA,92394
6/24/15,Foxfire Constructors,Victorville,CA,92395
12/4/14,Quintero Autobody,San Bernadino,CA,92401
2/5/15,Willowbrook Landscape,San Bernadino,CA,92404
9/23/16,Hillman Consulting Inc.,"Bernardino,",CA,92407
3/20/15,Cleo Cain,San Bernadino,CA,92408
5/24/13,Progress Rail Services,San Bernadino,CA,92411
